"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x107398834","x1328294509193596929",2020-11-16 11:11:04,"anandMenon1","@zcobb @HPIAndyCowper @TEDxGlasgow Terrifying","Twitter Web App",10,"x1328294337520807938","x15508710","zcobb",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x15508710 x171435540 x444865228","zcobb HPIAndyCowper TEDxGlasgow","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/anandMenon1/status/1328294509193596929","Anand Menon","","Director @ukandeu Bitter and twisted observer of politics. ‘Expert’. 'Slightly matey politics don' (Q. Letts) Malbec please; #lufc anand.menon@kcl.ac.uk","https://t.co/NtwHMGvCnH",FALSE,49634,3889,707,70978,71690,2010-01-22 12:37:12,TRUE,"https://t.co/NtwHMGvCnH","http://www.ukandeu.ac.uk",,"https://pbs.twimg.com/profile_banners/107398834/1559838699","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1155744891135299584/TpVDsHZj_normal.jpg"
"x15508710","x1328298843847467011",2020-11-16 11:28:17,"zcobb","@anandMenon1 @TEDxGlasgow 12 minutes of much-needed common sense, keen observation, and clarity. With an excellent call to action. Respect!","Twitter for iPhone",113,"x1143052415782010882","x107398834","anandMenon1",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x107398834 x444865228","anandMenon1 TEDxGlasgow","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/zcobb/status/1328298843847467011","Stephen Cobb","Coventry, UK","Award-winning technologist, bestselling author. CISSP. MSc. Partner of @Chey_Cobb. Research life/tech for public good. WM seeks demise of Patriarchy. #Hemopause","https://t.co/OvHkEdsvJv",FALSE,4592,4449,255,29786,9051,2008-07-21 01:55:01,TRUE,"https://t.co/OvHkEdsvJv","http://scobb.net",,"https://pbs.twimg.com/profile_banners/15508710/1600251296","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1311762383069679617/_6qTwKmg_normal.jpg"
"x15508710","x1328294337520807938",2020-11-16 11:10:23,"zcobb","@anandMenon1 @HPIAndyCowper @TEDxGlasgow Will listen because yes, my TEDx talk in 2015 was the scariest 13 minutes of my life (and I’d spent decades as a public speaker before then). 😃","Twitter for iPhone",143,"x1143052415782010882","x107398834","anandMenon1",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x107398834 x171435540 x444865228","anandMenon1 HPIAndyCowper TEDxGlasgow","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/zcobb/status/1328294337520807938","Stephen Cobb","Coventry, UK","Award-winning technologist, bestselling author. CISSP. MSc. Partner of @Chey_Cobb. Research life/tech for public good. WM seeks demise of Patriarchy. #Hemopause","https://t.co/OvHkEdsvJv",FALSE,4592,4449,255,29786,9051,2008-07-21 01:55:01,TRUE,"https://t.co/OvHkEdsvJv","http://scobb.net",,"https://pbs.twimg.com/profile_banners/15508710/1600251296","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1311762383069679617/_6qTwKmg_normal.jpg"
"x419927046","x1328298799274586112",2020-11-16 11:28:07,"JoRichardsKent","@anandMenon1 @TEDxGlasgow @ukesif @TomTugendhat 😂😂😂

I felt rude and I was sorry I’d missed your reply! 😊","Twitter for iPhone",57,"x1328298290547470336","x107398834","anandMenon1",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x107398834 x444865228 x1137746945382998021 x2173779986","anandMenon1 TEDxGlasgow ukesif TomTugendhat","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JoRichardsKent/status/1328298799274586112","It’s ok to admit the BrexiTories lied to you","","Joined Twitter to tweet about environment, wildlife, & equality. Reluctantly defending the UK from a mad, corrupt, toxic Brexit thrust on us by Brexit Liars.","https://t.co/PyJ5DZGzyn",FALSE,12284,9190,173,411610,71157,2011-11-23 23:50:48,FALSE,"https://t.co/PyJ5DZGzyn","https://boris-johnson-lies.com",,"https://pbs.twimg.com/profile_banners/419927046/1590645553","http://abs.twimg.com/images/themes/theme13/bg.gif","http://pbs.twimg.com/profile_images/1325887846461419525/ZZSbsQ7W_normal.jpg"
"x419927046","x1328297326390235144",2020-11-16 11:22:15,"JoRichardsKent","@anandMenon1 @TEDxGlasgow @ukesif @TomTugendhat Sorry, I missed your reply and it was from ages ago! 🤪

Thank you. 🙂","Twitter for iPhone",68,"x1144141197566459904","x107398834","anandMenon1",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x107398834 x444865228 x1137746945382998021 x2173779986","anandMenon1 TEDxGlasgow ukesif TomTugendhat","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JoRichardsKent/status/1328297326390235144","It’s ok to admit the BrexiTories lied to you","","Joined Twitter to tweet about environment, wildlife, & equality. Reluctantly defending the UK from a mad, corrupt, toxic Brexit thrust on us by Brexit Liars.","https://t.co/PyJ5DZGzyn",FALSE,12284,9190,173,411610,71157,2011-11-23 23:50:48,FALSE,"https://t.co/PyJ5DZGzyn","https://boris-johnson-lies.com",,"https://pbs.twimg.com/profile_banners/419927046/1590645553","http://abs.twimg.com/images/themes/theme13/bg.gif","http://pbs.twimg.com/profile_images/1325887846461419525/ZZSbsQ7W_normal.jpg"
"x419927046","x1328297096093503488",2020-11-16 11:21:20,"JoRichardsKent","@JoRichardsKent @TEDxGlasgow @ukesif @TomTugendhat Thank you! And yes, the EU was not responsible for many if not most of the issues I refer to. That being said, I wonder if we’d be talking about them at all were it not for the ref. So it’s about the ref breaking the mould of our politics rather than about leaving the EU per se.","Twitter for iPhone",139,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,,,"x107398834 x419927046 x444865228 x1137746945382998021 x2173779986","anandMenon1 JoRichardsKent TEDxGlasgow ukesif TomTugendhat","en",,,,,,,,,,,,,,,,"x1144141197566459904","@JoRichardsKent @TEDxGlasgow @ukesif @TomTugendhat Thank you! And yes, the EU was not responsible for many if not most of the issues I refer to. That being said, I wonder if we’d be talking about them at all were it not for the ref. So it’s about the ref breaking the mould of our politics rather than about leaving the EU per se.",2019-06-27 07:11:33,"Twitter for iPad",2,1,"x107398834","anandMenon1","Anand Menon",49634,3889,70978,"","Director @ukandeu Bitter and twisted observer of politics. ‘Expert’. 'Slightly matey politics don' (Q. Letts) Malbec please; #lufc anand.menon@kcl.ac.uk",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JoRichardsKent/status/1328297096093503488","It’s ok to admit the BrexiTories lied to you","","Joined Twitter to tweet about environment, wildlife, & equality. Reluctantly defending the UK from a mad, corrupt, toxic Brexit thrust on us by Brexit Liars.","https://t.co/PyJ5DZGzyn",FALSE,12284,9190,173,411610,71157,2011-11-23 23:50:48,FALSE,"https://t.co/PyJ5DZGzyn","https://boris-johnson-lies.com",,"https://pbs.twimg.com/profile_banners/419927046/1590645553","http://abs.twimg.com/images/themes/theme13/bg.gif","http://pbs.twimg.com/profile_images/1325887846461419525/ZZSbsQ7W_normal.jpg"
"x419927046","x1328297580149809152",2020-11-16 11:23:16,"JoRichardsKent","@anandMenon1 @TEDxGlasgow Hi Anand, great Ted Talk! 

Isn’t the irony of Brexit and what you highlight though that the EU has contributed greatly to forgotten areas of the UK?  So Brexit is a backward step (yet again)?

Please see @ukesif for examples.

https://t.co/DHvzfZxx4C

Same Q to @TomTugendhat .","Twitter for iPhone",139,,,,FALSE,TRUE,0,7,,,,,,,,,,,,,,,,"x419927046 x107398834 x444865228","JoRichardsKent anandMenon1 TEDxGlasgow","en",,,,,,,,,,,,,,,,"x1144140818900496386","@anandMenon1 @TEDxGlasgow Hi Anand, great Ted Talk! 

Isn’t the irony of Brexit and what you highlight though that the EU has contributed greatly to forgotten areas of the UK?  So Brexit is a backward step (yet again)?

Please see @ukesif for examples.

https://t.co/DHvzfZxx4C

Same Q to @TomTugendhat .",2019-06-27 07:10:02,"Twitter for iPhone",9,7,"x419927046","JoRichardsKent","It’s ok to admit the BrexiTories lied to you",12284,9190,411610,"","Joined Twitter to tweet about environment, wildlife, & equality. Reluctantly defending the UK from a mad, corrupt, toxic Brexit thrust on us by Brexit Liars.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JoRichardsKent/status/1328297580149809152","It’s ok to admit the BrexiTories lied to you","","Joined Twitter to tweet about environment, wildlife, & equality. Reluctantly defending the UK from a mad, corrupt, toxic Brexit thrust on us by Brexit Liars.","https://t.co/PyJ5DZGzyn",FALSE,12284,9190,173,411610,71157,2011-11-23 23:50:48,FALSE,"https://t.co/PyJ5DZGzyn","https://boris-johnson-lies.com",,"https://pbs.twimg.com/profile_banners/419927046/1590645553","http://abs.twimg.com/images/themes/theme13/bg.gif","http://pbs.twimg.com/profile_images/1325887846461419525/ZZSbsQ7W_normal.jpg"
"x171435540","x1328290090775420929",2020-11-16 10:53:30,"HPIAndyCowper","Hot off the press, my @TEDxGlasgow  talk on how to fix Britain. Scariest 12 minutes of my life. If only for that reason, please, please share it.... https://t.co/wzyzKALmwT","Twitter Web App",140,,,,FALSE,TRUE,0,780,,,,,,,,,,,,,,,,"x107398834 x444865228","anandMenon1 TEDxGlasgow","en",,,,,,,,,,,,,,,,"x1143052415782010882","Hot off the press, my @TEDxGlasgow  talk on how to fix Britain. Scariest 12 minutes of my life. If only for that reason, please, please share it.... https://t.co/wzyzKALmwT",2019-06-24 07:05:07,"Hootsuite Inc.",1545,780,"x107398834","anandMenon1","Anand Menon",49634,3889,70978,"","Director @ukandeu Bitter and twisted observer of politics. ‘Expert’. 'Slightly matey politics don' (Q. Letts) Malbec please; #lufc anand.menon@kcl.ac.uk",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/HPIAndyCowper/status/1328290090775420929","Andy Cowper","I'm here","Editor, Health Policy Insight; contributing editor & columnist, HSJ. ""The Nicole Kidman of health policy"" (Simon Stevens). ""Childish abuse"" (Andrew Lansley).","http://t.co/TD9JSXxKnd",FALSE,18382,3640,376,141742,43564,2010-07-27 10:04:43,FALSE,"http://t.co/TD9JSXxKnd","http://www.healthpolicyinsight.com",,,"http://abs.twimg.com/images/themes/theme2/bg.gif","http://pbs.twimg.com/profile_images/545883006842306560/c0hzhjHu_normal.jpeg"
"x1242420473348186113","x1327557132246536192",2020-11-14 10:20:59,"QiOlsen","@anandMenon1 @TEDxGlasgow so many opportunities missed, and now it's much too late","Twitter Web App",56,"x1143052415782010882","x107398834","anandMenon1",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x107398834 x444865228","anandMenon1 TEDxGlasgow","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/QiOlsen/status/1327557132246536192","Stine Olsen Qi London 🇩🇰🇬🇭🇬🇧","London UK","Admin Manager, actor, #TCK & knowledge junkie 
https://t.co/fDaHq1FwzB
#investments #finance #economy #sustainability #transparency #mentalhealth #diversity","https://t.co/r76f9CGo7x",FALSE,164,683,0,2032,10928,2020-03-24 11:58:33,FALSE,"https://t.co/r76f9CGo7x","http://www.quant-insight.com",,"https://pbs.twimg.com/profile_banners/1242420473348186113/1605953358",,"http://pbs.twimg.com/profile_images/1326576108494532614/MH4z24k1_normal.jpg"
"x194968905","x1327550982901936129",2020-11-14 09:56:33,"MartynChalk","Hot off the press, my @TEDxGlasgow  talk on how to fix Britain. Scariest 12 minutes of my life. If only for that reason, please, please share it.... https://t.co/wzyzKALmwT","Twitter for iPhone",140,,,,FALSE,TRUE,0,780,,,,,,,,,,,,,,,,"x107398834 x444865228","anandMenon1 TEDxGlasgow","en",,,,,,,,,,,,,,,,"x1143052415782010882","Hot off the press, my @TEDxGlasgow  talk on how to fix Britain. Scariest 12 minutes of my life. If only for that reason, please, please share it.... https://t.co/wzyzKALmwT",2019-06-24 07:05:07,"Hootsuite Inc.",1545,780,"x107398834","anandMenon1","Anand Menon",49634,3889,70978,"","Director @ukandeu Bitter and twisted observer of politics. ‘Expert’. 'Slightly matey politics don' (Q. Letts) Malbec please; #lufc anand.menon@kcl.ac.uk",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MartynChalk/status/1327550982901936129","Chalky Esq. 3.5%","Oxford","Full-Time Film-Maker. Film-Junky. Film-Geek. Life-Long Saints-Nut. Vegan: animal lover not eater. Cowleywood, Cowleyfornia... Oxford, EU!","https://t.co/PJqkqngYja",FALSE,734,693,29,26298,33723,2010-09-25 13:14:11,FALSE,"https://t.co/PJqkqngYja","http://www.chalkstar.co.uk",,"https://pbs.twimg.com/profile_banners/194968905/1540055583","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1297125023174529024/h_xITLrn_normal.jpg"
